3.579096198081970215e-01,2.423125319182872772e-02,-3.143432736396789551e-01,8.367305994033813477e-01,-5.586348772048950195e-01,5.421169474720954895e-02,-1.855098456144332886e-01,5.397622585296630859e-01
3.113945422228425741e-04,9.997074007987976074e-01,3.654588013887405396e-02,8.470290899276733398e-02,1.011761352419853210e-01,1.803497038781642914e-02,7.984185218811035156e-02,2.044559828937053680e-02
1.320381416007876396e-03,5.320436903275549412e-04,2.596222162246704102e-01,5.801204591989517212e-02,5.723826959729194641e-02,8.645988255739212036e-02,1.303237583488225937e-02,4.145514592528343201e-02
7.574711740016937256e-02,3.238586708903312683e-02,4.385976865887641907e-02,2.594798803329467773e-01,-4.319769516587257385e-02,6.230559572577476501e-02,-2.148382551968097687e-02,1.245760321617126465e-01
5.248882770538330078e-01,8.938959240913391113e-02,8.198471367359161377e-02,1.349689811468124390e-01,1.197847425937652588e-01,4.311790689826011658e-02,1.192468553781509399e-01,3.957251086831092834e-02
9.891508221626281738e-01,4.508865997195243835e-02,4.025039821863174438e-02,1.608750969171524048e-01,2.162711471319198608e-01,3.986277803778648376e-02,2.146422713994979858e-01,3.841356933116912842e-02
9.983391165733337402e-01,9.992934465408325195e-01,2.146292924880981445e-01,9.518130868673324585e-02,1.066197827458381653e-01,2.895532362163066864e-02,7.971248030662536621e-02,5.107619240880012512e-02
3.141764700412750244e-01,8.465589880943298340e-01,1.698680669069290161e-01,1.478395909070968628e-01,9.832353889942169189e-02,5.947650969028472900e-02,6.233222782611846924e-02,5.475074425339698792e-02
7.663755416870117188e-01,9.244037270545959473e-01,9.694945067167282104e-02,1.410192698240280151e-01,1.376828253269195557e-01,2.678823843598365784e-02,1.220084056258201599e-01,3.507455438375473022e-02
2.314693033695220947e-01,8.808717727661132812e-01,1.800905317068099976e-01,1.380830556154251099e-01,8.531005680561065674e-02,6.927101314067840576e-02,5.004624277353286743e-02,6.047875434160232544e-02
1.771052330732345581e-01,8.808341622352600098e-01,1.752096116542816162e-01,1.240585893392562866e-01,7.397586107254028320e-02,6.738881021738052368e-02,4.180959612131118774e-02,5.783873423933982849e-02
1.130282655358314514e-01,8.184168934822082520e-01,1.466714143753051758e-01,9.621233493089675903e-02,5.902381613850593567e-02,7.222376018762588501e-02,3.174488991498947144e-02,4.790286719799041748e-02
