-8.444988281250000000e+03,1.868924609375000000e+04,-1.256778076171875000e+03,1.399029174804687500e+03,2.354669380187988281e+01,-3.437059570312500000e+03
7.544298828125000000e+03,-8.724525390625000000e+03,-1.085660522460937500e+03,-8.989064025878906250e+01,-8.499862670898437500e+00,6.343504028320312500e+02
3.644229296875000000e+04,-7.944377929687500000e+03,-5.152809570312500000e+03,-5.867656250000000000e+02,-8.890502319335937500e+02,1.031654281616210938e+02
-8.296683593750000000e+03,8.787723632812500000e+03,1.788873535156250000e+03,-1.729329711914062500e+03,2.423100891113281250e+02,-3.939127807617187500e+02
-7.687556640625000000e+03,-7.956747558593750000e+03,-2.516007995605468750e+02,-3.638827514648437500e+02,-1.571551055908203125e+02,1.999086608886718750e+02
-6.891874023437500000e+03,7.116297363281250000e+03,1.144843627929687500e+03,-3.007907958984375000e+03,-7.455321044921875000e+02,6.280466918945312500e+02
1.178247558593750000e+04,-4.217434570312500000e+03,-2.498348876953125000e+03,-1.535351318359375000e+03,8.215677490234375000e+02,-5.760659790039062500e+02
4.360273437500000000e+04,-9.246983398437500000e+03,-3.598767578125000000e+03,7.818130493164062500e+01,-5.272993164062500000e+02,9.716657104492187500e+02
5.060023437500000000e+03,1.088663208007812500e+03,-3.793643066406250000e+03,1.264723266601562500e+03,2.014535644531250000e+03,-1.097972045898437500e+03
1.530931518554687500e+03,-8.677272460937500000e+03,-2.049891113281250000e+03,-6.794331054687500000e+02,-6.532325744628906250e+01,3.390737609863281250e+02
-4.136174804687500000e+03,4.110787658691406250e+02,-9.270095825195312500e+01,-3.769420471191406250e+02,1.288286621093750000e+03,3.782596130371093750e+02
7.710227050781250000e+03,2.468150878906250000e+03,-3.426309082031250000e+03,6.899357299804687500e+02,1.613935546875000000e+03,-6.955490112304687500e+02
-8.859799804687500000e+03,6.409791992187500000e+03,-2.463256835937500000e+03,2.101979980468750000e+03,6.804205322265625000e+02,1.551416992187500000e+03
2.870697021484375000e+03,5.413668750000000000e+04,-1.242757714843750000e+04,1.146039550781250000e+04,3.425015869140625000e+02,2.088960449218750000e+03
-1.003983886718750000e+04,1.617728613281250000e+04,-4.357091308593750000e+03,4.558662109375000000e+03,4.754729309082031250e+02,1.935906738281250000e+03
-9.572583007812500000e+03,-5.940730957031250000e+03,7.474096679687500000e+02,-1.407876708984375000e+03,6.072299194335937500e+02,2.012746887207031250e+02
