2.866266489028930664e+00,1.961591362953186035e+00,-5.893540382385253906e-01
-1.045251131057739258e+00,3.505177974700927734e+00,1.156761646270751953e+00
4.787646532058715820e-01,-3.857559204101562500e+00,1.340070247650146484e+00
-3.572552680969238281e+00,1.080601930618286133e+00,1.635970592498779297e+00
2.065367221832275391e+00,-1.567432641983032227e+00,-1.511951804161071777e+00
-4.448538720607757568e-01,-5.479671359062194824e-01,1.216027736663818359e+00
-9.259382486343383789e-01,-3.064821243286132812e+00,-4.572111129760742188e+00
-2.560205698013305664e+00,1.942638158798217773e+00,-1.365527808666229248e-01
1.006085395812988281e+00,8.673328161239624023e-01,2.020897388458251953e+00
1.217053174972534180e+00,4.819290637969970703e-01,4.821755409240722656e+00
-2.367856979370117188e+00,2.910471558570861816e-01,1.238174676895141602e+00
-6.749491691589355469e-01,-2.346867561340332031e+00,-1.520392894744873047e+00
-1.312644481658935547e+00,1.617588102817535400e-01,-1.166830778121948242e+00
3.450054168701171875e+00,1.144449114799499512e+00,-1.155629754066467285e+00
1.375635504722595215e+00,-5.713748335838317871e-01,-1.364983439445495605e+00
2.536689758300781250e+00,1.689595282077789307e-01,7.865321636199951172e-01
-1.519306421279907227e+00,-1.109708547592163086e+00,3.290358543395996094e+00
-2.039482593536376953e+00,-9.768186807632446289e-01,-1.705015659332275391e+00
-2.237298488616943359e+00,4.014363288879394531e-01,-4.270352721214294434e-01
1.626211643218994141e+00,-1.124612450599670410e+00,1.888709545135498047e+00
-4.740244448184967041e-01,-2.200713634490966797e+00,-4.039643406867980957e-01
-2.368615150451660156e+00,-4.569602608680725098e-01,-1.096677660942077637e+00
-1.611238002777099609e+00,-1.768241405487060547e+00,8.913300037384033203e-01
-1.807524919509887695e+00,1.523450851440429688e+00,1.358621835708618164e+00
-2.923543930053710938e+00,2.700993537902832031e+00,1.145891189575195312e+00
-3.457266092300415039e+00,2.040103197097778320e+00,-2.395570278167724609e-01
8.297003507614135742e-01,-2.116051673889160156e+00,-8.752483129501342773e-02
3.617966651916503906e+00,2.606374263763427734e+00,-3.605119585990905762e-01
2.750963211059570312e+00,7.266299724578857422e-01,-1.175887823104858398e+00
2.164145469665527344e+00,2.316376209259033203e+00,8.314789533615112305e-01
8.234856128692626953e-01,-1.462868452072143555e+00,6.595454216003417969e-01
-4.217739105224609375e+00,6.645575761795043945e-01,-1.444072484970092773e+00
-1.567420601844787598e+00,-8.886877298355102539e-01,-6.302762627601623535e-01
2.302473068237304688e+00,-2.830745279788970947e-01,-2.015537738800048828e+00
4.559181630611419678e-02,-1.298296689987182617e+00,-1.807948350906372070e+00
-5.565365552902221680e-01,-2.366173744201660156e+00,2.301087141036987305e+00
-3.904073715209960938e+00,1.542608886957168579e-01,2.209385037422180176e-01
4.701320528984069824e-01,3.226890563964843750e-01,-2.265240252017974854e-01
-2.931387901306152344e+00,2.693059444427490234e-01,-1.661941558122634888e-01
1.283073067665100098e+00,-1.422472953796386719e+00,-4.161834716796875000e-02
7.612963914871215820e-01,-3.361207485198974609e+00,-3.603860735893249512e-01
2.365399599075317383e+00,-3.933428600430488586e-02,-5.321294069290161133e-01
-2.452831983566284180e+00,2.334070920944213867e+00,-7.296279668807983398e-01
-2.929106235504150391e+00,1.386412620544433594e+00,-1.115332603454589844e+00
1.396172761917114258e+00,6.802011728286743164e-01,4.699524939060211182e-01
-6.358817815780639648e-01,-9.125913381576538086e-01,2.141248434782028198e-01
1.406255483627319336e+00,-2.159921169281005859e+00,7.468259930610656738e-01
2.227980613708496094e+00,7.684777975082397461e-01,1.389390230178833008e+00
-1.617433428764343262e+00,2.392930507659912109e+00,5.515536069869995117e-01
-3.521466255187988281e+00,8.901602029800415039e-01,-4.555108547210693359e-01
-2.631513833999633789e+00,6.836843490600585938e-02,5.292250514030456543e-01
4.298414230346679688e+00,2.087575197219848633e+00,-1.260182261466979980e+00
1.848367691040039062e+00,2.284377813339233398e-03,6.042623519897460938e-01
-2.198578357696533203e+00,2.119542360305786133e+00,7.106474637985229492e-01
1.983714938163757324e+00,9.867144823074340820e-01,-1.257829368114471436e-01
2.280115604400634766e+00,1.240185141563415527e+00,3.745090663433074951e-01
4.048730134963989258e-01,-1.044896960258483887e+00,1.773748397827148438e+00
1.977534294128417969e+00,-1.426291584968566895e+00,1.931486427783966064e-01
-7.293051481246948242e-01,-2.189875602722167969e+00,7.551898360252380371e-01
2.759604692459106445e+00,7.547749280929565430e-01,-3.689434006810188293e-02
-3.116891384124755859e+00,1.569575816392898560e-01,-9.785401821136474609e-01
3.291811943054199219e+00,1.573495507240295410e+00,-3.634263873100280762e-01
1.972747921943664551e+00,6.624125242233276367e-01,-9.906928539276123047e-01
2.179544448852539062e+00,1.750819206237792969e+00,2.575307488441467285e-01
-2.624659538269042969e+00,4.889367222785949707e-01,-1.053165674209594727e+00
1.895041912794113159e-01,-2.407053232192993164e+00,-1.039284348487854004e+00
-1.349103689193725586e+00,-2.102870941162109375e+00,-4.931679740548133850e-02
1.136195421218872070e+00,1.771363019943237305e+00,3.132738918066024780e-02
2.553835630416870117e+00,2.601206898689270020e-01,3.364142417907714844e+00
-4.831469058990478516e-01,-1.934065222740173340e+00,1.302021861076354980e+00
-2.922303676605224609e+00,5.146083831787109375e-01,8.874395489692687988e-01
1.130596160888671875e+00,1.156662553548812866e-01,-4.132793098688125610e-02
-2.803387165069580078e+00,1.591494560241699219e+00,-4.864837825298309326e-01
-1.514898240566253662e-01,-2.026048660278320312e+00,3.814784884452819824e-01
-2.237286567687988281e+00,1.168576478958129883e+00,-1.015831530094146729e-01
-1.301371216773986816e+00,-7.635575532913208008e-01,1.991393089294433594e+00
-1.721214175224304199e+00,-1.420545458793640137e+00,1.595375388860702515e-01
-1.780072689056396484e+00,-1.150619506835937500e+00,7.971407175064086914e-01
1.896855592727661133e+00,1.628919839859008789e+00,1.158090114593505859e+00
-8.384810686111450195e-01,-2.433020919561386108e-01,-7.097400426864624023e-01
2.714073657989501953e+00,1.310630321502685547e+00,-5.202202796936035156e-01
3.080137729644775391e+00,1.028417587280273438e+00,-3.294114470481872559e-01
9.391739368438720703e-01,-2.487160444259643555e+00,-1.264518141746520996e+00
-1.460668563842773438e+00,-1.379199504852294922e+00,-2.805638313293457031e-01
-2.210756301879882812e+00,1.152575612068176270e+00,-1.238542795181274414e+00
-3.138728141784667969e+00,7.360309362411499023e-01,-9.548374265432357788e-02
9.597571492195129395e-01,-7.412525415420532227e-01,5.362581014633178711e-01
-4.038178324699401855e-01,-2.757859468460083008e+00,-4.764173626899719238e-01
1.086450576782226562e+00,2.566365003585815430e-01,9.451773166656494141e-01
1.630708336830139160e+00,-1.246986836194992065e-01,-7.136406749486923218e-02
4.461700320243835449e-01,-2.187657833099365234e+00,-2.280096530914306641e+00
2.677259445190429688e-01,-2.175282478332519531e+00,-4.674813151359558105e-01
-5.072280168533325195e-01,-2.461328029632568359e+00,9.629570841789245605e-01
-3.571006059646606445e+00,1.280810356140136719e+00,-1.177879422903060913e-01
1.902647495269775391e+00,1.631319761276245117e+00,7.826350927352905273e-01
-6.140450239181518555e-01,-2.404014110565185547e+00,-1.190706491470336914e+00
9.992352724075317383e-01,-1.421348929405212402e+00,1.506964206695556641e+00
2.920639514923095703e+00,9.133378863334655762e-01,-1.792389601469039917e-01
2.255799293518066406e+00,1.070013046264648438e+00,-9.549109935760498047e-01
-2.351302146911621094e+00,2.434829473495483398e+00,4.472813904285430908e-01
-2.814944744110107422e+00,2.064905881881713867e+00,-7.998213768005371094e-01
-3.621118307113647461e+00,7.632683515548706055e-01,-1.298545837402343750e+00
6.967933177947998047e-01,1.232775896787643433e-01,-7.814252376556396484e-01
7.095694541931152344e-01,-1.369169354438781738e+00,1.184692382812500000e+00
-4.921235442161560059e-01,-2.316250324249267578e+00,1.314940452575683594e+00
