3.328070068359375000e+03,-7.265376953125000000e+03,2.351511718750000000e+04,1.929416406250000000e+04,-5.614786621093750000e+03,7.482655639648437500e+02,7.899618148803710938e-01,2.072377800941467285e-01
2.024464257812500000e+04,5.861489453125000000e+04,2.027307617187500000e+04,-3.314059375000000000e+04,-1.347504101562500000e+04,2.672707519531250000e+03,1.792161166667938232e-01,-5.829301476478576660e-01
7.788474609375000000e+03,8.008609863281250000e+03,-1.995714477539062500e+03,8.505595703125000000e+03,1.338119531250000000e+04,-5.069485168457031250e+02,3.172285258769989014e-01,-4.299552738666534424e-01
-3.025788085937500000e+03,-7.090941894531250000e+03,-1.099586181640625000e+03,-1.417118774414062500e+03,8.795289916992187500e+02,1.449363250732421875e+02,-5.852035433053970337e-02,-1.856117248535156250e-01
8.081045898437500000e+03,-7.660970214843750000e+03,-4.567657226562500000e+03,-1.216355590820312500e+03,-3.009052276611328125e-01,2.101941223144531250e+02,3.041926622390747070e-01,-1.916853040456771851e-01
-1.116774804687500000e+04,-4.478283203125000000e+03,1.360645751953125000e+03,-1.199225830078125000e+03,3.472275695800781250e+02,-1.715527343750000000e+02,4.658921658992767334e-01,-2.620735168457031250e-01
-1.152629003906250000e+04,-2.275910156250000000e+03,-3.212643432617187500e+02,-2.944562072753906250e+02,1.059221069335937500e+03,-1.412295410156250000e+03,-5.333399027585983276e-02,-2.750446498394012451e-01
1.027212031250000000e+05,9.439408203125000000e+03,2.634775390625000000e+03,-6.422893554687500000e+03,-1.826037109375000000e+03,4.076702575683593750e+02,6.152430921792984009e-02,-1.210447549819946289e-01
-6.331159667968750000e+03,6.636695800781250000e+03,-4.659984436035156250e+02,-2.744217529296875000e+03,-9.145765991210937500e+02,2.514870117187500000e+03,4.688882827758789062e-01,3.744148612022399902e-01
-1.182983203125000000e+04,1.120459863281250000e+04,-6.908856933593750000e+03,7.145845214843750000e+03,1.904480224609375000e+03,-2.965113769531250000e+03,5.458576679229736328e-01,3.504447340965270996e-01
1.201173950195312500e+03,2.197204687500000000e+04,-3.836570312500000000e+03,1.635214599609375000e+03,-1.759097900390625000e+02,-1.911973999023437500e+03,-2.794723510742187500e-01,1.724672615528106689e-01
-1.515795593261718750e+02,-3.780778808593750000e+03,-1.352916015625000000e+03,-2.161617431640625000e+03,1.983806396484375000e+03,-3.843258972167968750e+02,-4.226226806640625000e-01,-2.214019298553466797e-01
-5.881652343750000000e+03,-3.266363037109375000e+03,-8.656803894042968750e+01,-9.197539672851562500e+02,4.837101135253906250e+02,-1.036260742187500000e+03,4.495976567268371582e-01,-2.608756422996520996e-01
-6.763808593750000000e+02,-7.362506347656250000e+03,2.462671875000000000e+03,1.881419189453125000e+03,-6.284151000976562500e+02,1.147924804687500000e+02,4.898729324340820312e-01,-1.313207298517227173e-01
3.748060546875000000e+04,2.648394335937500000e+04,4.859075781250000000e+04,2.179944610595703125e+02,2.790205859375000000e+04,4.264334472656250000e+03,-1.256788801401853561e-02,-2.507463991641998291e-01
-4.308147949218750000e+03,-1.717452636718750000e+03,-1.416861816406250000e+03,3.661262130737304688e+01,-4.111716918945312500e+02,3.390718688964843750e+02,3.201531171798706055e-01,6.413784623146057129e-01
-7.010594726562500000e+03,1.825033203125000000e+04,3.688243103027343750e+02,-1.916590454101562500e+03,-1.601472167968750000e+02,-5.368750488281250000e+03,4.629437327384948730e-01,3.487107157707214355e-01
2.415914257812500000e+04,-8.585693359375000000e+03,-2.704365966796875000e+03,-1.164934936523437500e+03,-3.036351013183593750e+02,3.206509704589843750e+02,3.565348684787750244e-01,-7.964210212230682373e-02
-8.954392089843750000e+02,-2.740728759765625000e+03,-2.718091552734375000e+03,-5.186403808593750000e+02,-4.544196777343750000e+02,1.092820678710937500e+03,3.951885402202606201e-01,6.029518842697143555e-01
-7.792907714843750000e+03,4.582385937500000000e+04,-6.994259765625000000e+03,6.069065917968750000e+03,-7.023643798828125000e+02,2.260798583984375000e+03,4.509488344192504883e-01,-6.371272802352905273e-01
1.325473730468750000e+04,-6.176560058593750000e+03,-3.477187011718750000e+03,-2.903716796875000000e+03,-3.419159545898437500e+02,-9.443375244140625000e+02,5.247926712036132812e-02,-1.492398828268051147e-01
-4.034700439453125000e+03,2.474756469726562500e+02,5.699868164062500000e+02,6.385186767578125000e+01,-5.846418457031250000e+02,7.242720947265625000e+02,4.385024905204772949e-01,6.131358742713928223e-01
-2.129030029296875000e+03,-7.922144042968750000e+03,-8.419309082031250000e+02,2.072018432617187500e+02,-4.221556396484375000e+02,-6.932431793212890625e+01,4.670983254909515381e-01,-1.695765703916549683e-01
-7.121997070312500000e+03,-7.377524902343750000e+03,8.384280395507812500e+02,1.053110351562500000e+03,-8.062049865722656250e+01,1.762316131591796875e+02,4.890348613262176514e-01,-1.858588010072708130e-01
3.183077929687500000e+04,-3.648454101562500000e+03,9.436351013183593750e+01,8.608962402343750000e+02,1.066510449218750000e+04,2.693129150390625000e+03,1.957149207592010498e-01,-1.891810595989227295e-01
3.935783691406250000e+03,-1.804630493164062500e+03,-1.444404174804687500e+03,-2.337899414062500000e+03,8.124197387695312500e+02,5.508922729492187500e+02,-2.017209231853485107e-01,7.006351947784423828e-01
2.668528320312500000e+04,5.727168945312500000e+03,2.942826171875000000e+04,2.054335937500000000e+04,-6.791862304687500000e+03,-2.702009765625000000e+03,-1.542437355965375900e-02,2.228004038333892822e-01
1.800355468750000000e+04,-1.047418554687500000e+04,-4.616177246093750000e+03,-1.344931518554687500e+03,7.808412170410156250e+01,5.436715087890625000e+02,-3.933331966400146484e-01,-6.126256659626960754e-02
-8.968301757812500000e+03,1.588073144531250000e+04,-2.527226806640625000e+03,1.181234863281250000e+03,4.119644775390625000e+02,2.501636718750000000e+03,4.478028416633605957e-01,1.245410442352294922e-01
