4.084722101688385010e-01,8.413875699043273926e-01
9.316619634628295898e-01,8.678946644067764282e-02
9.201168417930603027e-01,7.748672962188720703e-01
1.256394237279891968e-01,5.451160073280334473e-01
6.757055521011352539e-01,3.333454728126525879e-01
3.121752664446830750e-02,5.848029255867004395e-01
3.754233121871948242e-01,1.086688265204429626e-01
3.333756923675537109e-01,5.856902003288269043e-01
7.389940619468688965e-01,9.751063585281372070e-01
4.228461682796478271e-01,3.416291773319244385e-01
2.876054346561431885e-01,5.531970411539077759e-02
5.058338642120361328e-01,2.682862579822540283e-01
2.591611444950103760e-01,1.122960969805717468e-01
9.474173784255981445e-01,6.197862625122070312e-01
1.128204017877578735e-01,3.330641388893127441e-01
8.831012845039367676e-01,2.757914662361145020e-01
1.592180132865905762e-01,2.912684082984924316e-01
5.184562802314758301e-01,1.081620007753372192e-01
6.264760494232177734e-01,9.097396731376647949e-01
3.873831629753112793e-01,4.263080656528472900e-01
7.013343572616577148e-01,4.112892746925354004e-01
8.711149096488952637e-01,1.914528459310531616e-01
1.452800482511520386e-01,5.001470446586608887e-01
2.090084999799728394e-01,9.131637215614318848e-01
7.132016420364379883e-01,6.425406932830810547e-01
9.827960133552551270e-01,4.854441583156585693e-01
6.452875733375549316e-01,6.269696950912475586e-01
5.226831436157226562e-01,1.182643026113510132e-01
9.279618859291076660e-01,5.685144066810607910e-01
2.708180546760559082e-01,9.252001643180847168e-01
6.420568227767944336e-01,3.270575404167175293e-01
8.580396324396133423e-02,5.658512711524963379e-01
6.564241647720336914e-01,5.028569102287292480e-01
2.919435501098632812e-01,5.361071228981018066e-01
3.691058158874511719e-01,4.525639414787292480e-01
4.016694724559783936e-01,3.906620740890502930e-01
8.856468200683593750e-01,7.472093105316162109e-01
2.454047352075576782e-01,8.967239856719970703e-01
7.094053030014038086e-01,3.172768056392669678e-01
2.171546071767807007e-01,8.872368931770324707e-01
4.034703671932220459e-01,3.697356879711151123e-01
3.571343719959259033e-01,8.688144683837890625e-01
3.192443847656250000e-01,1.121887415647506714e-01
9.776114225387573242e-01,5.325458645820617676e-01
6.315391063690185547e-01,5.871866941452026367e-01
8.395392894744873047e-01,8.894718885421752930e-01
8.346027135848999023e-01,4.959918558597564697e-01
3.197568058967590332e-01,5.727625489234924316e-01
5.020180940628051758e-01,1.040012314915657043e-01
9.055267572402954102e-01,5.878131985664367676e-01
7.200289964675903320e-01,9.408760070800781250e-01
2.598530948162078857e-01,9.171996116638183594e-01
5.904986858367919922e-01,3.093629479408264160e-01
9.561296105384826660e-01,5.430781245231628418e-01
6.437192559242248535e-01,5.455624461174011230e-01
7.270203828811645508e-01,9.578703045845031738e-01
3.268378674983978271e-01,5.032685995101928711e-01
9.122478365898132324e-01,8.159965276718139648e-01
1.085421741008758545e-01,3.066075742244720459e-01
3.008390069007873535e-01,1.273275166749954224e-01
9.254179596900939941e-01,1.055967733263969421e-01
1.375330388545989990e-01,2.893826961517333984e-01
4.486361742019653320e-01,8.513950109481811523e-01
8.779355883598327637e-01,2.518872320652008057e-01
4.029639661312103271e-01,3.615714013576507568e-01
9.272080063819885254e-01,5.912650823593139648e-01
1.472118347883224487e-01,5.203609466552734375e-01
1.038486734032630920e-01,3.219997286796569824e-01
2.377418577671051025e-01,8.878232836723327637e-01
3.814105093479156494e-01,8.500662446022033691e-01
4.134610891342163086e-01,3.479343354701995850e-01
2.126826494932174683e-01,9.010767340660095215e-01
8.000927567481994629e-01,6.875969767570495605e-01
3.049628734588623047e-01,9.063827395439147949e-01
4.312947988510131836e-01,8.417459130287170410e-01
9.664393663406372070e-01,5.758864283561706543e-01
3.070022165775299072e-01,5.571434497833251953e-01
2.507888376712799072e-01,7.040510326623916626e-02
3.021504580974578857e-01,5.287209153175354004e-01
6.913456916809082031e-01,3.722057044506072998e-01
8.809449672698974609e-01,2.652886211872100830e-01
2.275083959102630615e-01,8.875837326049804688e-01
3.239225745201110840e-01,5.773835182189941406e-01
9.265123605728149414e-01,9.469107538461685181e-02
1.236923485994338989e-01,2.958769798278808594e-01
6.802871823310852051e-01,4.523470401763916016e-01
5.248311161994934082e-02,5.782206058502197266e-01
9.436561465263366699e-01,5.545755028724670410e-01
1.501319855451583862e-01,2.901187539100646973e-01
6.810906529426574707e-01,9.269962310791015625e-01
7.230432629585266113e-01,9.461383819580078125e-01
2.484632134437561035e-01,8.965242654085159302e-02
4.215137362480163574e-01,8.413707017898559570e-01
3.290156126022338867e-01,5.823200345039367676e-01
5.205696821212768555e-01,1.132131516933441162e-01
2.676711082458496094e-01,6.373301148414611816e-02
4.032768607139587402e-01,3.767448365688323975e-01
3.133795261383056641e-01,5.649529695510864258e-01
8.794403076171875000e-01,2.585879266262054443e-01
9.802037477493286133e-01,5.089949965476989746e-01
